noisy motion,kalman prediction,ground truth,motion noise stdev,laser noise stdev,laser range 1,laser range 2,laser range 3,laser range 4,laser range 5,laser range 6
-7.18891266153583,2.34014550219947,2.19697177338658,4,0.01,7.34659671783447,7.3470458984375,7.33287572860718,7.33526945114136,7.32305145263672,7.32602119445801
-19.257920417141,2.64608813052634,3.09016939781624,4,0.01,6.45887470245361,6.4418215751648,6.43967008590698,6.43096446990967,6.44545316696167,6.44314336776733
-22.223863162765,3.55936161414554,3.55866240244764,4,0.01,5.97139120101929,5.99999713897705,5.96931219100952,5.96367979049683,5.97641944885254,5.97814989089966
-21.855677942615,4.03604962729347,3.40305361226435,4,0.01,6.15026140213013,6.11727571487427,6.13660955429077,6.12691450119019,6.12466478347778,6.12680244445801
-21.8185199514959,3.8831981271954,3.45898892318477,4,0.01,6.08586549758911,6.07193756103516,6.06224012374878,6.08076906204224,6.06251525878906,6.06961870193481
-43.9825316910253,3.88248945093267,4.34890664563477,4,0.01,5.18330335617065,5.18582248687744,5.19127082824707,5.19900846481323,5.17458963394165,5.19254684448242
-38.1770677253624,4.83750631914332,4.86662898723457,4,0.01,4.67036628723145,4.67270946502686,4.65761041641235,4.6621732711792,4.66436004638672,4.66874170303345
-46.3621640972216,5.32077258505465,5.83412839646859,4,0.01,3.69701170921326,3.68996024131775,3.70867657661438,3.70551943778992,3.70305705070496,3.69680595397949
-49.5612908279096,6.29962080390048,6.19054270328143,4,0.01,3.37257361412048,3.33905529975891,3.34103751182556,3.33343696594238,3.34823560714722,3.34796714782715
-50.340161176871,6.66371273637241,6.38644363250846,4,0.01,3.16015791893005,3.15732502937317,3.12540459632874,3.14546585083008,3.13867688179016,3.14326643943787
-50.3119248350347,6.87414105676657,6.6328682318727,4,0.01,2.90284609794617,2.88694763183594,2.89290046691895,2.89823126792908,2.8977689743042,2.89665913581848
-42.622171947592,7.13158691463712,7.14927499443764,4,0.01,2.40139031410217,2.38280248641968,2.37718296051025,2.39753365516663,2.35349464416504,2.38284087181091
-37.5828547589624,7.65776014873198,7.92694432811369,4,0.01,1.61235988140106,1.60877895355225,1.60408103466034,1.59447872638702,1.59161376953125,1.61594450473785
-56.0022980872527,8.36069919555525,8.73028169010128,4,0.01,0.793885290622711,0.812985599040985,0.814078330993652,0.801224589347839,0.795939207077026,0.810278534889221
-53.9579091629011,9.20909724875497,9.16028646360054,4,0.01,0.370368361473083,0.368502855300903,0.378483086824417,0.369776487350464,0.373644918203354,0.382352203130722
-58.9038217394476,9.61814305093832,0,4,0.01,9.55597400665283,9.55100154876709,9.53278636932373,9.5281982421875,9.54302024841309,9.53219223022461
-58.9280315293101,0.494493767641849,-0.022682552741063,4,0.01,9.57271099090576,9.5616626739502,9.53706169128418,9.54589653015137,9.54624366760254,9.54709339141846
-59.9081544947943,0.460578673451308,0.268030173862716,4,0.01,9.27304267883301,9.27913475036621,9.251145362854,9.27182769775391,9.26984691619873,9.26141929626465
-55.9041665051489,0.758097759083642,0.731180206076855,4,0.01,8.82414436340332,8.81801891326904,8.81355953216553,8.81362152099609,8.79772758483887,8.80487823486328
-53.4473228264968,1.20727908550207,1.32223770385315,4,0.01,8.23138999938965,8.22047424316406,8.22957324981689,8.20851707458496,8.19660091400147,8.22649765014648
-54.6707418569367,1.79887284149525,1.84751062159278,4,0.01,7.69340801239014,7.68955707550049,7.67375183105469,7.6822509765625,7.67768335342407,7.68682432174683
-61.7864011102237,2.30723552746233,2.33352735038526,4,0.01,7.2117486000061,7.20469331741333,7.18260908126831,7.2175555229187,7.17584323883057,7.2125129699707
-60.6176871101134,2.82577814624338,2.73225524554889,4,0.01,6.8128137588501,6.80991888046265,6.78632736206055,6.78812742233276,6.79608774185181,6.81416082382202
-59.9915129267917,3.21426537715863,3.38039610615169,4,0.01,6.15022754669189,6.16215944290161,6.15865564346314,6.14944887161255,6.14699554443359,6.15676927566528
-56.2992623159952,3.86060030240135,4.07747649547426,4,0.01,5.47674083709717,5.45931196212769,5.46586227416992,5.44810152053833,5.46475410461426,5.44035482406616
-50.2699789391126,4.57290455774252,4.71403848631596,4,0.01,4.82591772079468,4.82205438613892,4.81631231307983,4.8174409866333,4.80479097366333,4.81195783615112
-51.7292403116412,5.19003096981443,5.20823348508771,4,0.01,4.34548377990723,4.32416963577271,4.32096910476685,4.3126277923584,4.33600950241089,4.3063817024231
-53.087345479087,5.68898719306089,4.99957909098885,4,0.01,4.55164051055908,4.54424858093262,4.53807783126831,4.52447414398193,4.52600812911987,4.55307102203369
-53.6205115573385,5.47473056567091,5.68865419242699,4,0.01,3.84453582763672,3.84369993209839,3.85009431838989,3.86259579658508,3.83603096008301,3.85065984725952
-53.9999836288949,6.1613105395214,5.96180976504208,4,0.01,3.57149457931519,3.57543277740479,3.57289981842041,3.5430314540863,3.54835844039917,3.56728625297546
-41.0571583646839,6.48842935566251,6.71643822118104,4,0.01,2.82660889625549,2.82458996772766,2.80505323410034,2.82523584365845,2.81266713142395,2.80351781845093
